Snap Date,Dep Date,Return Date,Dep time,Dep Time,Dep Duration,From,Back time,Back Comp,Stops,Back Duration,Back Arrival,Stops,Dep Airport,Back Airport,Price,Class
2025-03-04,2025-03-20,2025-03-22,2:10 pm – 4:30 pm,Vueling,nonstop,1h 20m,LGW,ORY,7:20 pm – 7:25 pm,Vueling,nonstop,1h 05m,ORY,LGW,$70,Economy
2025-03-04,2025-03-20,2025-03-22,1:50 pm – 4:05 pm,easyJet,nonstop,1h 15m,LGW,CDG,7:20 am – 7:30 am,easyJet,nonstop,1h 10m,CDG,LGW,$71,Economy
2025-03-04,2025-03-20,2025-03-22,2:50 pm – 5:05 pm,easyJet,nonstop,1h 15m,LGW,CDG,7:20 am – 7:30 am,easyJet,nonstop,1h 10m,CDG,LGW,$71,Economy
2025-03-04,2025-03-20,2025-03-22,2:10 pm – 4:30 pm,Vueling,nonstop,1h 20m,LGW,ORY,11:50 am – 12:00 pm,Vueling,nonstop,1h 10m,ORY,LGW,$66,Economy
2025-03-04,2025-03-20,2025-03-22,1:00 pm – 3:20 pm,Vueling,nonstop,1h 20m,LGW,ORY,3:10 pm – 3:20 pm,Vueling,nonstop,1h 10m,ORY,LGW,$67,Economy
2025-03-04,2025-03-20,2025-03-22,1:00 pm – 3:20 pm,Vueling,nonstop,1h 20m,LGW,ORY,7:20 pm – 7:25 pm,Vueling,nonstop,1h 05m,ORY,LGW,$74,Economy
2025-03-04,2025-03-20,2025-03-22,6:30 pm – 8:50 pm,easyJet,nonstop,1h 20m,LTN,CDG,2:10 pm – 2:25 pm,easyJet,nonstop,1h 15m,CDG,LTN,$63,Economy
2025-03-04,2025-03-20,2025-03-22,1:00 pm – 3:20 pm,Vueling,nonstop,1h 20m,LGW,ORY,11:50 am – 12:00 pm,Vueling,nonstop,1h 10m,ORY,LGW,$70,Economy
2025-03-04,2025-03-20,2025-03-22,3:25 pm – 5:45 pm,easyJet,nonstop,1h 20m,LTN,CDG,2:10 pm – 2:25 pm,easyJet,nonstop,1h 15m,CDG,LTN,$64,Economy
2025-03-04,2025-03-20,2025-03-22,7:05 am – 9:25 am,easyJet,nonstop,1h 20m,LTN,CDG,2:10 pm – 2:25 pm,easyJet,nonstop,1h 15m,CDG,LTN,$68,Economy
2025-03-04,2025-03-20,2025-03-22,6:30 pm – 8:50 pm,easyJet,nonstop,1h 20m,LTN,CDG,9:55 am – 10:15 am,easyJet,nonstop,1h 20m,CDG,LTN,$63,Economy
2025-03-04,2025-03-20,2025-03-22,3:25 pm – 5:45 pm,easyJet,nonstop,1h 20m,LTN,CDG,9:55 am – 10:15 am,easyJet,nonstop,1h 20m,CDG,LTN,$64,Economy
2025-03-04,2025-03-20,2025-03-22,7:00 am – 9:20 am,easyJet,nonstop,1h 20m,LGW,CDG,7:20 am – 7:30 am,easyJet,nonstop,1h 10m,CDG,LGW,$78,Economy
2025-03-04,2025-03-20,2025-03-22,6:10 pm – 8:30 pm,easyJet,nonstop,1h 20m,LGW,CDG,7:20 am – 7:30 am,easyJet,nonstop,1h 10m,CDG,LGW,$78,Economy
2025-03-04,2025-03-20,2025-03-22,1:50 pm – 4:05 pm,easyJet,nonstop,1h 15m,LGW,CDG,2:45 pm – 2:50 pm,easyJet,nonstop,1h 05m,CDG,LGW,$90,Economy
2025-03-04,2025-03-20,2025-03-22,2:50 pm – 5:05 pm,easyJet,nonstop,1h 15m,LGW,CDG,2:45 pm – 2:50 pm,easyJet,nonstop,1h 05m,CDG,LGW,$91,Economy
2025-03-04,2025-03-20,2025-03-22,7:05 am – 9:25 am,easyJet,nonstop,1h 20m,LTN,CDG,9:55 am – 10:15 am,easyJet,nonstop,1h 20m,CDG,LTN,$68,Economy
2025-03-04,2025-03-20,2025-03-22,1:50 pm – 4:05 pm,easyJet,nonstop,1h 15m,LGW,CDG,10:00 am – 10:10 am,easyJet,nonstop,1h 10m,CDG,LGW,$87,Economy
2025-03-04,2025-03-20,2025-03-22,2:50 pm – 5:05 pm,easyJet,nonstop,1h 15m,LGW,CDG,10:00 am – 10:10 am,easyJet,nonstop,1h 10m,CDG,LGW,$86,Economy
2025-03-04,2025-03-20,2025-03-22,6:30 pm – 8:50 pm,easyJet,nonstop,1h 20m,LTN,CDG,7:20 am – 7:30 am,easyJet,nonstop,1h 10m,CDG,LGW,$82,Economy
2025-03-04,2025-03-20,2025-03-22,3:25 pm – 5:45 pm,easyJet,nonstop,1h 20m,LTN,CDG,7:20 am – 7:30 am,easyJet,nonstop,1h 10m,CDG,LGW,$83,Economy
2025-03-04,2025-03-20,2025-03-22,6:30 pm – 8:50 pm,easyJet,nonstop,1h 20m,LTN,CDG,3:10 pm – 3:20 pm,Vueling,nonstop,1h 10m,ORY,LGW,$83,Economy
2025-03-04,2025-03-20,2025-03-22,8:15 am – 10:35 am,easyJet,nonstop,1h 20m,LGW,CDG,7:20 am – 7:30 am,easyJet,nonstop,1h 10m,CDG,LGW,$79,Economy
2025-03-04,2025-03-20,2025-03-22,1:50 pm – 4:05 pm,easyJet,nonstop,1h 15m,LGW,CDG,3:10 pm – 3:20 pm,Vueling,nonstop,1h 10m,ORY,LGW,$68,Economy
2025-03-04,2025-03-20,2025-03-22,2:50 pm – 5:05 pm,easyJet,nonstop,1h 15m,LGW,CDG,3:10 pm – 3:20 pm,Vueling,nonstop,1h 10m,ORY,LGW,$68,Economy
2025-03-04,2025-03-20,2025-03-22,6:30 pm – 8:50 pm,easyJet,nonstop,1h 20m,LTN,CDG,7:20 pm – 7:25 pm,Vueling,nonstop,1h 05m,ORY,LGW,$64,Economy
2025-03-04,2025-03-20,2025-03-22,3:25 pm – 5:45 pm,easyJet,nonstop,1h 20m,LTN,CDG,3:10 pm – 3:20 pm,Vueling,nonstop,1h 10m,ORY,LGW,$61,Economy
2025-03-04,2025-03-20,2025-03-22,3:25 pm – 5:45 pm,easyJet,nonstop,1h 20m,LTN,CDG,7:20 pm – 7:25 pm,Vueling,nonstop,1h 05m,ORY,LGW,$65,Economy
2025-03-04,2025-03-20,2025-03-22,1:50 pm – 4:05 pm,easyJet,nonstop,1h 15m,LGW,CDG,7:20 pm – 7:25 pm,Vueling,nonstop,1h 05m,ORY,LGW,$72,Economy
2025-03-04,2025-03-20,2025-03-22,7:05 am – 9:25 am,easyJet,nonstop,1h 20m,LTN,CDG,7:20 am – 7:30 am,easyJet,nonstop,1h 10m,CDG,LGW,$87,Economy
2025-03-04,2025-03-20,2025-03-22,7:05 am – 9:25 am,easyJet,nonstop,1h 20m,LTN,CDG,3:10 pm – 3:20 pm,Vueling,nonstop,1h 10m,ORY,LGW,$65,Economy
2025-03-04,2025-03-20,2025-03-22,2:10 pm – 4:30 pm,Vueling,nonstop,1h 20m,LGW,ORY,7:20 am – 7:30 am,easyJet,nonstop,1h 10m,CDG,LGW,$88,Economy
2025-03-04,2025-03-20,2025-03-22,2:10 pm – 4:30 pm,Vueling,nonstop,1h 20m,LGW,ORY,2:10 pm – 2:25 pm,Vueling,nonstop,1h 15m,ORY,LHR,$78,Economy
2025-03-04,2025-03-20,2025-03-22,7:05 pm – 9:20 pm,Vueling,nonstop,1h 15m,LGW,ORY,2:10 pm – 2:25 pm,Vueling,nonstop,1h 15m,ORY,LHR,$81,Economy
2025-03-04,2025-03-20,2025-03-22,7:05 pm – 9:20 pm,Vueling,nonstop,1h 15m,LGW,ORY,7:20 am – 7:30 am,easyJet,nonstop,1h 10m,CDG,LGW,$71,Economy
2025-03-04,2025-03-20,2025-03-22,1:50 pm – 4:05 pm,easyJet,nonstop,1h 15m,LGW,CDG,2:10 pm – 2:25 pm,easyJet,nonstop,1h 15m,CDG,LTN,$89,Economy
2025-03-04,2025-03-20,2025-03-22,2:50 pm – 5:05 pm,easyJet,nonstop,1h 15m,LGW,CDG,2:10 pm – 2:25 pm,easyJet,nonstop,1h 15m,CDG,LTN,$89,Economy
2025-03-04,2025-03-20,2025-03-22,7:05 am – 9:25 am,easyJet,nonstop,1h 20m,LTN,CDG,7:20 pm – 7:25 pm,Vueling,nonstop,1h 05m,ORY,LGW,$69,Economy
2025-03-04,2025-03-20,2025-03-22,9:00 am – 11:20 am,easyJet,nonstop,1h 20m,LTN,CDG,2:10 pm – 2:25 pm,easyJet,nonstop,1h 15m,CDG,LTN,$85,Economy
2025-03-04,2025-03-20,2025-03-22,3:15 pm – 5:45 pm,Vueling,nonstop,1h 30m,LHR,ORY,2:10 pm – 2:25 pm,Vueling,nonstop,1h 15m,ORY,LHR,$74,Economy
2025-03-04,2025-03-20,2025-03-22,6:10 pm – 8:30 pm,easyJet,nonstop,1h 20m,LGW,CDG,2:45 pm – 2:50 pm,easyJet,nonstop,1h 05m,CDG,LGW,$96,Economy
2025-03-04,2025-03-20,2025-03-22,8:15 am – 10:35 am,easyJet,nonstop,1h 20m,LGW,CDG,7:20 am – 7:30 am,easyJet,nonstop,1h 10m,CDG,LGW,$79,Economy
2025-03-04,2025-03-20,2025-03-22,1:50 pm – 4:05 pm,easyJet,nonstop,1h 15m,LGW,CDG,2:45 pm – 2:50 pm,easyJet,nonstop,1h 05m,CDG,LGW,$90,Economy
2025-03-04,2025-03-20,2025-03-22,3:25 pm – 5:45 pm,easyJet,nonstop,1h 20m,LTN,CDG,10:00 am – 10:10 am,easyJet,nonstop,1h 10m,CDG,LGW,$79,Economy
2025-03-04,2025-03-20,2025-03-22,3:15 pm – 5:45 pm,Vueling,nonstop,1h 30m,LHR,ORY,7:20 pm – 7:25 pm,Vueling,nonstop,1h 05m,ORY,LGW,$73,Economy
2025-03-04,2025-03-20,2025-03-22,2:50 pm – 5:05 pm,easyJet,nonstop,1h 15m,LGW,CDG,10:00 am – 10:10 am,easyJet,nonstop,1h 10m,CDG,LGW,$86,Economy
2025-03-04,2025-03-20,2025-03-22,7:05 am – 9:25 am,easyJet,nonstop,1h 20m,LTN,CDG,9:55 am – 10:15 am,easyJet,nonstop,1h 20m,CDG,LTN,$68,Economy
2025-03-04,2025-03-20,2025-03-22,7:05 am – 9:25 am,easyJet,nonstop,1h 20m,LTN,CDG,11:50 am – 12:00 pm,Vueling,nonstop,1h 10m,ORY,LGW,$80,Economy
2025-03-04,2025-03-20,2025-03-22,1:50 pm – 4:05 pm,easyJet,nonstop,1h 15m,LGW,CDG,10:00 am – 10:10 am,easyJet,nonstop,1h 10m,CDG,LGW,$87,Economy
2025-03-04,2025-03-20,2025-03-22,3:15 pm – 5:45 pm,Vueling,nonstop,1h 30m,LHR,ORY,3:10 pm – 3:20 pm,Vueling,nonstop,1h 10m,ORY,LGW,$69,Economy
2025-03-04,2025-03-20,2025-03-22,1:00 pm – 3:20 pm,Vueling,nonstop,1h 20m,LGW,ORY,7:20 am – 7:30 am,easyJet,nonstop,1h 10m,CDG,LGW,$81,Economy
2025-03-04,2025-03-20,2025-03-22,7:05 pm – 9:20 pm,Vueling,nonstop,1h 15m,LGW,ORY,2:10 pm – 2:25 pm,Vueling,nonstop,1h 15m,ORY,LHR,$81,Economy
2025-03-04,2025-03-20,2025-03-22,7:05 pm – 9:20 pm,Vueling,nonstop,1h 15m,LGW,ORY,2:10 pm – 2:25 pm,easyJet,nonstop,1h 15m,CDG,LTN,$81,Economy
2025-03-04,2025-03-20,2025-03-22,7:00 am – 9:20 am,easyJet,nonstop,1h 20m,LGW,CDG,2:10 pm – 2:25 pm,easyJet,nonstop,1h 15m,CDG,LTN,$77,Economy
2025-03-04,2025-03-20,2025-03-22,2:10 pm – 4:30 pm,Vueling,nonstop,1h 20m,LGW,ORY,2:10 pm – 2:25 pm,easyJet,nonstop,1h 15m,CDG,LTN,$77,Economy
2025-03-04,2025-03-20,2025-03-22,6:10 pm – 8:30 pm,easyJet,nonstop,1h 20m,LGW,CDG,2:10 pm – 2:25 pm,easyJet,nonstop,1h 15m,CDG,LTN,$77,Economy
2025-03-04,2025-03-20,2025-03-22,8:15 am – 10:35 am,easyJet,nonstop,1h 20m,LGW,CDG,2:10 pm – 2:25 pm,easyJet,nonstop,1h 15m,CDG,LTN,$79,Economy
2025-03-04,2025-03-20,2025-03-22,2:10 pm – 4:30 pm,Vueling,nonstop,1h 20m,LGW,ORY,2:10 pm – 2:25 pm,Vueling,nonstop,1h 15m,ORY,LHR,$78,Economy
2025-03-04,2025-03-20,2025-03-22,7:00 am – 9:20 am,easyJet,nonstop,1h 20m,LGW,CDG,7:20 pm – 7:25 pm,Vueling,nonstop,1h 05m,ORY,LGW,$90,Economy
2025-03-04,2025-03-20,2025-03-22,7:05 am – 9:25 am,easyJet,nonstop,1h 20m,LTN,CDG,10:00 am – 10:10 am,easyJet,nonstop,1h 10m,CDG,LGW,$84,Economy
2025-03-04,2025-03-20,2025-03-22,3:15 pm – 5:45 pm,Vueling,nonstop,1h 30m,LHR,ORY,11:50 am – 12:00 pm,Vueling,nonstop,1h 10m,ORY,LGW,$72,Economy
2025-03-04,2025-03-20,2025-03-22,7:00 am – 9:20 am,easyJet,nonstop,1h 20m,LGW,CDG,3:10 pm – 3:20 pm,Vueling,nonstop,1h 10m,ORY,LGW,$85,Economy
2025-03-04,2025-03-20,2025-03-22,8:15 am – 10:35 am,easyJet,nonstop,1h 20m,LGW,CDG,7:20 pm – 7:25 pm,Vueling,nonstop,1h 05m,ORY,LGW,$92,Economy
2025-03-04,2025-03-20,2025-03-22,1:00 pm – 3:20 pm,Vueling,nonstop,1h 20m,LGW,ORY,2:10 pm – 2:25 pm,Vueling,nonstop,1h 15m,ORY,LHR,$81,Economy
2025-03-04,2025-03-20,2025-03-22,1:00 pm – 3:20 pm,Vueling,nonstop,1h 20m,LGW,ORY,2:10 pm – 2:25 pm,easyJet,nonstop,1h 15m,CDG,LTN,$81,Economy
2025-03-04,2025-03-20,2025-03-22,7:05 pm – 9:20 pm,Vueling,nonstop,1h 15m,LGW,ORY,9:55 am – 10:15 am,easyJet,nonstop,1h 20m,CDG,LTN,$81,Economy
2025-03-04,2025-03-20,2025-03-22,7:00 am – 9:20 am,easyJet,nonstop,1h 20m,LGW,CDG,9:55 am – 10:15 am,easyJet,nonstop,1h 20m,CDG,LTN,$77,Economy
2025-03-04,2025-03-20,2025-03-22,7:05 pm – 9:20 pm,Vueling,nonstop,1h 15m,LGW,ORY,10:00 am – 10:10 am,easyJet,nonstop,1h 10m,CDG,LGW,$94,Economy
2025-03-04,2025-03-20,2025-03-22,2:10 pm – 4:30 pm,Vueling,nonstop,1h 20m,LGW,ORY,9:55 am – 10:15 am,easyJet,nonstop,1h 20m,CDG,LTN,$77,Economy
2025-03-04,2025-03-20,2025-03-22,6:10 pm – 8:30 pm,easyJet,nonstop,1h 20m,LGW,CDG,9:55 am – 10:15 am,easyJet,nonstop,1h 20m,CDG,LTN,$77,Economy
2025-03-04,2025-03-20,2025-03-22,8:15 am – 10:35 am,easyJet,nonstop,1h 20m,LGW,CDG,11:50 am – 12:00 pm,Vueling,nonstop,1h 10m,ORY,LGW,$90,Economy
2025-03-04,2025-03-20,2025-03-22,8:15 am – 10:35 am,easyJet,nonstop,1h 20m,LGW,CDG,9:55 am – 10:15 am,easyJet,nonstop,1h 20m,CDG,LTN,$79,Economy
2025-03-04,2025-03-20,2025-03-22,6:10 pm – 8:30 pm,easyJet,nonstop,1h 20m,LGW,CDG,2:45 pm – 2:50 pm,easyJet,nonstop,1h 05m,CDG,LGW,$96,Economy
2025-03-04,2025-03-20,2025-03-22,9:00 am – 11:20 am,easyJet,nonstop,1h 20m,LTN,CDG,2:10 pm – 2:25 pm,easyJet,nonstop,1h 15m,CDG,LTN,$85,Economy
2025-03-04,2025-03-20,2025-03-22,2:10 pm – 4:30 pm,Vueling,nonstop,1h 20m,LGW,ORY,10:00 am – 10:10 am,easyJet,nonstop,1h 10m,CDG,LGW,$91,Economy
2025-03-04,2025-03-20,2025-03-22,3:15 pm – 5:45 pm,Vueling,nonstop,1h 30m,LHR,ORY,2:10 pm – 2:25 pm,Vueling,nonstop,1h 15m,ORY,LHR,$74,Economy
2025-03-04,2025-03-20,2025-03-22,7:00 am – 9:20 am,easyJet,nonstop,1h 20m,LGW,CDG,10:00 am – 10:10 am,easyJet,nonstop,1h 10m,CDG,LGW,$93,Economy
2025-03-04,2025-03-20,2025-03-22,6:10 pm – 8:30 pm,easyJet,nonstop,1h 20m,LGW,CDG,10:00 am – 10:10 am,easyJet,nonstop,1h 10m,CDG,LGW,$93,Economy
2025-03-04,2025-03-20,2025-03-22,1:00 pm – 3:20 pm,Vueling,nonstop,1h 20m,LGW,ORY,9:55 am – 10:15 am,easyJet,nonstop,1h 20m,CDG,LTN,$81,Economy
2025-03-04,2025-03-20,2025-03-22,6:30 pm – 8:50 pm,easyJet,nonstop,1h 20m,LTN,CDG,2:10 pm – 2:25 pm,Vueling,nonstop,1h 15m,ORY,LHR,$87,Economy
2025-03-04,2025-03-20,2025-03-22,8:15 am – 10:35 am,easyJet,nonstop,1h 20m,LGW,CDG,10:00 am – 10:10 am,easyJet,nonstop,1h 10m,CDG,LGW,$94,Economy
2025-03-04,2025-03-20,2025-03-22,9:00 am – 11:20 am,easyJet,nonstop,1h 20m,LTN,CDG,7:20 pm – 7:25 pm,Vueling,nonstop,1h 05m,ORY,LGW,$100,Economy
2025-03-04,2025-03-20,2025-03-22,3:25 pm – 5:45 pm,easyJet,nonstop,1h 20m,LTN,CDG,2:10 pm – 2:25 pm,Vueling,nonstop,1h 15m,ORY,LHR,$88,Economy
2025-03-04,2025-03-20,2025-03-22,3:15 pm – 5:45 pm,Vueling,nonstop,1h 30m,LHR,ORY,7:20 am – 7:30 am,easyJet,nonstop,1h 10m,CDG,LGW,$82,Economy
2025-03-04,2025-03-20,2025-03-22,9:00 am – 11:20 am,easyJet,nonstop,1h 20m,LTN,CDG,9:55 am – 10:15 am,easyJet,nonstop,1h 20m,CDG,LTN,$85,Economy
2025-03-04,2025-03-20,2025-03-22,6:30 pm – 8:50 pm,easyJet,nonstop,1h 20m,LTN,CDG,4:50 pm – 5:05 pm,easyJet,nonstop,1h 15m,CDG,LTN,$91,Economy
2025-03-04,2025-03-20,2025-03-22,7:05 am – 9:25 am,easyJet,nonstop,1h 20m,LTN,CDG,7:20 pm – 7:25 pm,easyJet,nonstop,1h 05m,CDG,LGW,$115,Economy
2025-03-04,2025-03-20,2025-03-22,6:10 pm – 8:30 pm,easyJet,nonstop,1h 20m,LGW,CDG,2:10 pm – 2:25 pm,Vueling,nonstop,1h 15m,ORY,LHR,$103,Economy
2025-03-04,2025-03-20,2025-03-22,7:00 am – 9:20 am,easyJet,nonstop,1h 20m,LGW,CDG,4:50 pm – 5:05 pm,easyJet,nonstop,1h 15m,CDG,LTN,$106,Economy
2025-03-04,2025-03-20,2025-03-22,7:05 pm – 9:20 pm,Vueling,nonstop,1h 15m,LGW,ORY,4:50 pm – 5:05 pm,easyJet,nonstop,1h 15m,CDG,LTN,$109,Economy
2025-03-04,2025-03-20,2025-03-22,6:10 pm – 8:30 pm,easyJet,nonstop,1h 20m,LGW,CDG,4:50 pm – 5:05 pm,easyJet,nonstop,1h 15m,CDG,LTN,$106,Economy
2025-03-04,2025-03-20,2025-03-22,2:10 pm – 4:30 pm,Vueling,nonstop,1h 20m,LGW,ORY,4:50 pm – 5:05 pm,easyJet,nonstop,1h 15m,CDG,LTN,$107,Economy
2025-03-04,2025-03-20,2025-03-22,8:15 am – 10:35 am,easyJet,nonstop,1h 20m,LGW,CDG,4:50 pm – 5:05 pm,easyJet,nonstop,1h 15m,CDG,LTN,$108,Economy
2025-03-04,2025-03-20,2025-03-22,1:00 pm – 3:20 pm,Vueling,nonstop,1h 20m,LGW,ORY,4:50 pm – 5:05 pm,easyJet,nonstop,1h 15m,CDG,LTN,$109,Economy
2025-03-04,2025-03-20,2025-03-22,7:00 am – 9:20 am,easyJet,nonstop,1h 20m,LGW,CDG,7:20 pm – 7:25 pm,easyJet,nonstop,1h 05m,CDG,LGW,$123,Economy
2025-03-04,2025-03-20,2025-03-22,1:00 pm – 3:20 pm,Vueling,nonstop,1h 20m,LGW,ORY,7:20 pm – 7:25 pm,easyJet,nonstop,1h 05m,CDG,LGW,$122,Economy
2025-03-04,2025-03-20,2025-03-22,6:10 pm – 8:30 pm,easyJet,nonstop,1h 20m,LGW,CDG,7:20 pm – 7:25 pm,easyJet,nonstop,1h 05m,CDG,LGW,$123,Economy
2025-03-04,2025-03-20,2025-03-22,6:30 pm – 8:50 pm,easyJet,nonstop,1h 20m,LTN,CDG,7:20 pm – 7:25 pm,Vueling,nonstop,1h 05m,ORY,LGW,$64,Economy
2025-03-04,2025-03-20,2025-03-22,8:15 am – 10:35 am,easyJet,nonstop,1h 20m,LGW,CDG,7:20 pm – 7:25 pm,easyJet,nonstop,1h 05m,CDG,LGW,$125,Economy
2025-03-04,2025-03-20,2025-03-22,3:25 pm – 5:45 pm,easyJet,nonstop,1h 20m,LTN,CDG,7:20 pm – 7:25 pm,Vueling,nonstop,1h 05m,ORY,LGW,$65,Economy
2025-03-04,2025-03-20,2025-03-22,9:00 am – 11:20 am,easyJet,nonstop,1h 20m,LTN,CDG,4:50 pm – 5:05 pm,easyJet,nonstop,1h 15m,CDG,LTN,$114,Economy
2025-03-04,2025-03-20,2025-03-23,6:30 pm – 8:50 pm,easyJet,nonstop,1h 20m,LTN,CDG,7:00 am – 7:20 am,easyJet,nonstop,1h 20m,CDG,LTN,$68,Economy
2025-03-04,2025-03-20,2025-03-23,3:25 pm – 5:45 pm,easyJet,nonstop,1h 20m,LTN,CDG,7:00 am – 7:20 am,easyJet,nonstop,1h 20m,CDG,LTN,$70,Economy
2025-03-04,2025-03-20,2025-03-23,7:05 am – 9:25 am,easyJet,nonstop,1h 20m,LTN,CDG,7:00 am – 7:20 am,easyJet,nonstop,1h 20m,CDG,LTN,$74,Economy
2025-03-04,2025-03-20,2025-03-23,2:10 pm – 4:30 pm,Vueling,nonstop,1h 20m,LGW,ORY,7:00 am – 7:10 am,Vueling,nonstop,1h 10m,ORY,LGW,$86,Economy
2025-03-04,2025-03-20,2025-03-23,7:05 pm – 9:20 pm,Vueling,nonstop,1h 15m,LGW,ORY,7:00 am – 7:10 am,Vueling,nonstop,1h 10m,ORY,LGW,$92,Economy
2025-03-04,2025-03-20,2025-03-23,1:50 pm – 4:05 pm,easyJet,nonstop,1h 15m,LGW,CDG,7:00 am – 7:10 am,Vueling,nonstop,1h 10m,ORY,LGW,$95,Economy
2025-03-04,2025-03-20,2025-03-23,2:50 pm – 5:05 pm,easyJet,nonstop,1h 15m,LGW,CDG,7:00 am – 7:10 am,Vueling,nonstop,1h 10m,ORY,LGW,$95,Economy
2025-03-04,2025-03-20,2025-03-23,1:00 pm – 3:20 pm,Vueling,nonstop,1h 20m,LGW,ORY,7:00 am – 7:10 am,Vueling,nonstop,1h 10m,ORY,LGW,$92,Economy
2025-03-04,2025-03-20,2025-03-23,6:30 pm – 8:50 pm,easyJet,nonstop,1h 20m,LTN,CDG,7:00 am – 7:10 am,Vueling,nonstop,1h 10m,ORY,LGW,$93,Economy
2025-03-04,2025-03-20,2025-03-23,1:50 pm – 4:05 pm,easyJet,nonstop,1h 15m,LGW,CDG,9:05 am – 9:15 am,easyJet,nonstop,1h 10m,CDG,LGW,$100,Economy
2025-03-04,2025-03-20,2025-03-23,2:50 pm – 5:05 pm,easyJet,nonstop,1h 15m,LGW,CDG,9:05 am – 9:15 am,easyJet,nonstop,1h 10m,CDG,LGW,$100,Economy
2025-03-04,2025-03-20,2025-03-23,3:25 pm – 5:45 pm,easyJet,nonstop,1h 20m,LTN,CDG,7:00 am – 7:10 am,Vueling,nonstop,1h 10m,ORY,LGW,$94,Economy
2025-03-04,2025-03-20,2025-03-23,7:05 am – 9:25 am,easyJet,nonstop,1h 20m,LTN,CDG,7:00 am – 7:10 am,Vueling,nonstop,1h 10m,ORY,LGW,$98,Economy
2025-03-04,2025-03-20,2025-03-23,7:00 am – 9:20 am,easyJet,nonstop,1h 20m,LGW,CDG,7:00 am – 7:10 am,Vueling,nonstop,1h 10m,ORY,LGW,$101,Economy
2025-03-04,2025-03-20,2025-03-23,6:10 pm – 8:30 pm,easyJet,nonstop,1h 20m,LGW,CDG,7:00 am – 7:10 am,Vueling,nonstop,1h 10m,ORY,LGW,$81,Economy
2025-03-04,2025-03-20,2025-03-23,7:00 am – 9:20 am,easyJet,nonstop,1h 20m,LGW,CDG,7:00 am – 7:10 am,Vueling,nonstop,1h 10m,ORY,LGW,$101,Economy
2025-03-04,2025-03-20,2025-03-23,6:10 pm – 8:30 pm,easyJet,nonstop,1h 20m,LGW,CDG,7:00 am – 7:10 am,Vueling,nonstop,1h 10m,ORY,LGW,$81,Economy
2025-03-04,2025-03-20,2025-03-23,9:00 am – 11:20 am,easyJet,nonstop,1h 20m,LTN,CDG,7:00 am – 7:20 am,easyJet,nonstop,1h 20m,CDG,LTN,$91,Economy
2025-03-04,2025-03-20,2025-03-23,8:15 am – 10:35 am,easyJet,nonstop,1h 20m,LGW,CDG,7:00 am – 7:10 am,Vueling,nonstop,1h 10m,ORY,LGW,$103,Economy
2025-03-04,2025-03-20,2025-03-23,3:15 pm – 5:45 pm,Vueling,nonstop,1h 30m,LHR,ORY,7:00 am – 7:10 am,Vueling,nonstop,1h 10m,ORY,LGW,$90,Economy
2025-03-04,2025-03-20,2025-03-23,7:05 pm – 9:20 pm,Vueling,nonstop,1h 15m,LGW,ORY,7:00 am – 7:20 am,easyJet,nonstop,1h 20m,CDG,LTN,$97,Economy
2025-03-04,2025-03-20,2025-03-23,2:10 pm – 4:30 pm,Vueling,nonstop,1h 20m,LGW,ORY,7:00 am – 7:20 am,easyJet,nonstop,1h 20m,CDG,LTN,$92,Economy
2025-03-04,2025-03-20,2025-03-23,7:00 am – 9:20 am,easyJet,nonstop,1h 20m,LGW,CDG,9:05 am – 9:15 am,easyJet,nonstop,1h 10m,CDG,LGW,$107,Economy
2025-03-04,2025-03-20,2025-03-23,6:10 pm – 8:30 pm,easyJet,nonstop,1h 20m,LGW,CDG,9:05 am – 9:15 am,easyJet,nonstop,1h 10m,CDG,LGW,$107,Economy
2025-03-04,2025-03-20,2025-03-23,6:30 pm – 8:50 pm,easyJet,nonstop,1h 20m,LTN,CDG,9:05 am – 9:15 am,easyJet,nonstop,1h 10m,CDG,LGW,$108,Economy
2025-03-04,2025-03-20,2025-03-23,9:00 am – 11:20 am,easyJet,nonstop,1h 20m,LTN,CDG,7:00 am – 7:10 am,Vueling,nonstop,1h 10m,ORY,LGW,$109,Economy
2025-03-04,2025-03-20,2025-03-23,3:25 pm – 5:45 pm,easyJet,nonstop,1h 20m,LTN,CDG,9:05 am – 9:15 am,easyJet,nonstop,1h 10m,CDG,LGW,$109,Economy
2025-03-04,2025-03-20,2025-03-23,7:05 pm – 9:20 pm,Vueling,nonstop,1h 15m,LGW,ORY,9:05 am – 9:15 am,easyJet,nonstop,1h 10m,CDG,LGW,$94,Economy
2025-03-04,2025-03-20,2025-03-23,1:00 pm – 3:20 pm,Vueling,nonstop,1h 20m,LGW,ORY,7:00 am – 7:20 am,easyJet,nonstop,1h 20m,CDG,LTN,$71,Economy
2025-03-04,2025-03-20,2025-03-23,2:10 pm – 4:30 pm,Vueling,nonstop,1h 20m,LGW,ORY,9:05 am – 9:15 am,easyJet,nonstop,1h 10m,CDG,LGW,$91,Economy
2025-03-04,2025-03-20,2025-03-23,3:25 pm – 5:45 pm,easyJet,nonstop,1h 20m,LTN,CDG,9:05 am – 9:15 am,easyJet,nonstop,1h 10m,CDG,LGW,$109,Economy
2025-03-04,2025-03-20,2025-03-23,7:00 am – 9:20 am,easyJet,nonstop,1h 20m,LGW,CDG,7:00 am – 7:20 am,easyJet,nonstop,1h 20m,CDG,LTN,$99,Economy
